Year,Sex,Family status,Immigrant admission category,Landing age group,Income type,VALUE
2007,Males,Dependents,Refugee dependents,45 to 54 years,All income,19600
2007,Males,Dependents,Refugees landed in Canada,20 to 24 years,All income,9800
2007,Males,Dependents,Refugees landed in Canada,25 to 34 years,All income,18600
2007,Males,Dependents,Refugees landed in Canada,35 to 44 years,All income,14300
2007,Males,Dependents,Refugees landed in Canada,45 to 54 years,All income,19400
2007,Males,Dependents,Refugees landed in Canada,Less than 20 years,All income,4000
2007,Males,Dependents,"Skilled workers, spouses and dependents",20 to 24 years,All income,10600
2007,Males,Dependents,"Skilled workers, spouses and dependents",25 to 34 years,All income,11800
2007,Males,Principal applicants,"Business class, principal applicants",35 to 44 years,All income,43000
2007,Males,Principal applicants,"Business class, principal applicants",45 to 54 years,All income,47000
2007,Males,Principal applicants,"Business class, principal applicants",55 to 64 years,All income,84000
2007,Males,Principal applicants,"Canadian experience class, principal applicants",20 to 24 years,All income,13700
2007,Males,Principal applicants,"Canadian experience class, principal applicants",25 to 34 years,All income,21000
2007,Males,Principal applicants,"Canadian experience class, principal applicants",35 to 44 years,All income,97000
2007,Males,Principal applicants,"Canadian experience class, principal applicants",45 to 54 years,All income,220000
2007,Males,Principal applicants,"Canadian experience class, principal applicants",55 to 64 years,All income,168000
2007,Males,Principal applicants,"Canadian experience class, principal applicants",65 years and over,All income,162000
2007,Males,Principal applicants,Family class - parent or grandparent,55 to 64 years,All income,22000
2007,Males,Principal applicants,Family class - parent or grandparent,65 years and over,All income,22000
2007,Males,Principal applicants,Family class - spouses and partners,20 to 24 years,All income,14100
2007,Males,Principal applicants,Family class - spouses and partners,25 to 34 years,All income,24000
2007,Males,Principal applicants,Family class - spouses and partners,35 to 44 years,All income,38000
2007,Males,Principal applicants,Family class - spouses and partners,45 to 54 years,All income,46000
2007,Males,Principal applicants,Family class - spouses and partners,55 to 64 years,All income,101000
2007,Males,Principal applicants,Family class - spouses and partners,65 years and over,All income,49000
2007,Males,Principal applicants,Humanitarian and compassionate cases,20 to 24 years,All income,20000
2007,Males,Principal applicants,Humanitarian and compassionate cases,25 to 34 years,All income,24000
2007,Males,Principal applicants,Humanitarian and compassionate cases,35 to 44 years,All income,29000
2007,Males,Principal applicants,Humanitarian and compassionate cases,45 to 54 years,All income,29000
2007,Males,Principal applicants,Humanitarian and compassionate cases,55 to 64 years,All income,27000
2007,Males,Principal applicants,Humanitarian and compassionate cases,65 years and over,All income,29000
2007,Males,Principal applicants,"Live-in caregivers, principal applicants",20 to 24 years,All income,12500
2007,Males,Principal applicants,"Live-in caregivers, principal applicants",25 to 34 years,All income,13200
2007,Males,Principal applicants,"Live-in caregivers, principal applicants",35 to 44 years,All income,13700
2007,Males,Principal applicants,"Live-in caregivers, principal applicants",45 to 54 years,All income,12800
2007,Males,Principal applicants,"Live-in caregivers, principal applicants",55 to 64 years,All income,18100
2007,Males,Principal applicants,Other immigrants,25 to 34 years,All income,31000
2007,Males,Principal applicants,Other immigrants,35 to 44 years,All income,36000
2007,Males,Principal applicants,Other immigrants,45 to 54 years,All income,60000
2007,Males,Principal applicants,Other immigrants,55 to 64 years,All income,74000
2007,Males,Principal applicants,"Provincial/territorial nominees, principal applicants",20 to 24 years,All income,19500
2007,Males,Principal applicants,"Provincial/territorial nominees, principal applicants",25 to 34 years,All income,23000
2007,Males,Principal applicants,"Provincial/territorial nominees, principal applicants",35 to 44 years,All income,59000
2007,Males,Principal applicants,"Provincial/territorial nominees, principal applicants",45 to 54 years,All income,67000
2007,Males,Principal applicants,"Provincial/territorial nominees, principal applicants",55 to 64 years,All income,155000
2007,Males,Principal applicants,Refugee dependents,35 to 44 years,All income,34000
2007,Males,Principal applicants,Refugees landed in Canada,20 to 24 years,All income,12800
2007,Males,Principal applicants,Refugees landed in Canada,25 to 34 years,All income,16300
2007,Males,Principal applicants,Refugees landed in Canada,35 to 44 years,All income,19700
2007,Males,Principal applicants,Refugees landed in Canada,45 to 54 years,All income,20000
2007,Males,Principal applicants,Refugees landed in Canada,55 to 64 years,All income,16100
2007,Males,Principal applicants,Refugees landed in Canada,65 years and over,All income,15600
2007,Males,Principal applicants,Refugees landed in Canada,Less than 20 years,All income,10400
2007,Males,Principal applicants,"Skilled workers, principal applicants",20 to 24 years,All income,23000
2007,Males,Principal applicants,"Skilled workers, principal applicants",25 to 34 years,All income,27000
2007,Males,Principal applicants,"Skilled workers, principal applicants",35 to 44 years,All income,78000
2007,Males,Principal applicants,"Skilled workers, principal applicants",45 to 54 years,All income,119000
2007,Males,Principal applicants,"Skilled workers, principal applicants",55 to 64 years,All income,152000
2007,Males,Spouses,"Canadian experience class, spouses and dependents",25 to 34 years,All income,13900
2007,Males,Spouses,"Canadian experience class, spouses and dependents",35 to 44 years,All income,42000
2007,Males,Spouses,"Canadian experience class, spouses and dependents",45 to 54 years,All income,42000
2007,Males,Spouses,Family class - parent or grandparent,55 to 64 years,All income,35000
2007,Males,Spouses,Family class - parent or grandparent,65 years and over,All income,13700
2007,Males,Spouses,Humanitarian and compassionate cases,25 to 34 years,All income,28000
2007,Males,Spouses,Humanitarian and compassionate cases,35 to 44 years,All income,27000
2007,Males,Spouses,Humanitarian and compassionate cases,45 to 54 years,All income,25000
2007,Males,Spouses,Humanitarian and compassionate cases,55 to 64 years,All income,29000
2007,Males,Spouses,"Live-in caregivers, spouses and dependents",25 to 34 years,All income,13400
2007,Males,Spouses,"Live-in caregivers, spouses and dependents",35 to 44 years,All income,29000
2007,Males,Spouses,"Provincial/territorial nominees, spouses and dependents",25 to 34 years,All income,14100
2007,Males,Spouses,"Provincial/territorial nominees, spouses and dependents",35 to 44 years,All income,37000
2007,Males,Spouses,"Provincial/territorial nominees, spouses and dependents",45 to 54 years,All income,18800
2007,Males,Spouses,Refugee dependents,25 to 34 years,All income,18100
2007,Males,Spouses,Refugee dependents,35 to 44 years,All income,26000
2007,Males,Spouses,Refugee dependents,45 to 54 years,All income,29000
2007,Males,Spouses,Refugees landed in Canada,25 to 34 years,All income,18800
2007,Males,Spouses,Refugees landed in Canada,35 to 44 years,All income,14400
2007,Males,Spouses,Refugees landed in Canada,45 to 54 years,All income,8400
2007,Males,Spouses,"Skilled workers, spouses and dependents",20 to 24 years,All income,8900
2007,Males,Spouses,"Skilled workers, spouses and dependents",25 to 34 years,All income,21000
2007,Males,Spouses,"Skilled workers, spouses and dependents",35 to 44 years,All income,41000
2007,Males,Spouses,"Skilled workers, spouses and dependents",45 to 54 years,All income,45000
2007,Males,Spouses,"Skilled workers, spouses and dependents",55 to 64 years,All income,19200
2008,Both sexes,Dependents,"Business class, spouses and dependents",20 to 24 years,All income,4200
2008,Both sexes,Dependents,"Business class, spouses and dependents",25 to 34 years,All income,5900
2008,Both sexes,Dependents,"Canadian experience class, spouses and dependents",20 to 24 years,All income,11600
2008,Both sexes,Dependents,Family class - parent or grandparent,20 to 24 years,All income,9800
2008,Both sexes,Dependents,Family class - parent or grandparent,25 to 34 years,All income,13200
2008,Both sexes,Dependents,Family class - spouses and partners,20 to 24 years,All income,11500
2008,Both sexes,Dependents,Family class - spouses and partners,Less than 20 years,All income,4900
2008,Both sexes,Dependents,Humanitarian and compassionate cases,20 to 24 years,All income,13000
2008,Both sexes,Dependents,Humanitarian and compassionate cases,25 to 34 years,All income,21000
2008,Both sexes,Dependents,Humanitarian and compassionate cases,35 to 44 years,All income,15400
2008,Both sexes,Dependents,Humanitarian and compassionate cases,45 to 54 years,All income,52000
2008,Both sexes,Dependents,Humanitarian and compassionate cases,Less than 20 years,All income,6900
2008,Both sexes,Dependents,"Live-in caregivers, spouses and dependents",25 to 34 years,All income,11400
2008,Both sexes,Dependents,"Live-in caregivers, spouses and dependents",35 to 44 years,All income,17400
2008,Both sexes,Dependents,"Live-in caregivers, spouses and dependents",45 to 54 years,All income,19300
2008,Both sexes,Dependents,"Provincial/territorial nominees, spouses and dependents",20 to 24 years,All income,8600
2008,Both sexes,Dependents,Refugee dependents,20 to 24 years,All income,12000
2008,Both sexes,Dependents,Refugee dependents,25 to 34 years,All income,17800
2008,Both sexes,Dependents,Refugee dependents,35 to 44 years,All income,17700
2008,Both sexes,Dependents,Refugee dependents,45 to 54 years,All income,15600
2008,Both sexes,Dependents,Refugee dependents,Less than 20 years,All income,8000
2008,Both sexes,Dependents,Refugees landed in Canada,20 to 24 years,All income,9000
2008,Both sexes,Dependents,Refugees landed in Canada,25 to 34 years,All income,15700
2008,Both sexes,Dependents,Refugees landed in Canada,35 to 44 years,All income,12100
2008,Both sexes,Dependents,Refugees landed in Canada,45 to 54 years,All income,14700
2008,Both sexes,Dependents,Refugees landed in Canada,55 to 64 years,All income,6600
2008,Both sexes,Dependents,Refugees landed in Canada,Less than 20 years,All income,4200
2008,Both sexes,Dependents,"Skilled workers, spouses and dependents",20 to 24 years,All income,8900
2008,Both sexes,Dependents,"Skilled workers, spouses and dependents",25 to 34 years,All income,17800
2008,Both sexes,Dependents,"Skilled workers, spouses and dependents",Less than 20 years,All income,3800
2008,Both sexes,Principal applicants,"Business class, principal applicants",25 to 34 years,All income,360000
2008,Both sexes,Principal applicants,"Business class, principal applicants",35 to 44 years,All income,26000
2008,Both sexes,Principal applicants,"Business class, principal applicants",45 to 54 years,All income,23000
2008,Both sexes,Principal applicants,"Business class, principal applicants",55 to 64 years,All income,61000
2008,Both sexes,Principal applicants,"Canadian experience class, principal applicants",20 to 24 years,All income,19000
2008,Both sexes,Principal applicants,"Canadian experience class, principal applicants",25 to 34 years,All income,25000
2008,Both sexes,Principal applicants,"Canadian experience class, principal applicants",35 to 44 years,All income,94000
2008,Both sexes,Principal applicants,"Canadian experience class, principal applicants",45 to 54 years,All income,220000
2008,Both sexes,Principal applicants,"Canadian experience class, principal applicants",55 to 64 years,All income,160000
2008,Both sexes,Principal applicants,"Canadian experience class, principal applicants",65 years and over,All income,153000
2008,Both sexes,Principal applicants,Family class - parent or grandparent,45 to 54 years,All income,21000
2008,Both sexes,Principal applicants,Family class - parent or grandparent,55 to 64 years,All income,13800
2008,Both sexes,Principal applicants,Family class - parent or grandparent,65 years and over,All income,18700
2008,Both sexes,Principal applicants,Family class - spouses and partners,20 to 24 years,All income,13300
2008,Both sexes,Principal applicants,Family class - spouses and partners,25 to 34 years,All income,21000
2008,Both sexes,Principal applicants,Family class - spouses and partners,35 to 44 years,All income,39000
2008,Both sexes,Principal applicants,Family class - spouses and partners,45 to 54 years,All income,43000
2008,Both sexes,Principal applicants,Family class - spouses and partners,55 to 64 years,All income,53000
2008,Both sexes,Principal applicants,Family class - spouses and partners,65 years and over,All income,35000
2008,Both sexes,Principal applicants,Family class - spouses and partners,Less than 20 years,All income,12600
2008,Both sexes,Principal applicants,Humanitarian and compassionate cases,20 to 24 years,All income,15200
2008,Both sexes,Principal applicants,Humanitarian and compassionate cases,25 to 34 years,All income,22000
2008,Both sexes,Principal applicants,Humanitarian and compassionate cases,35 to 44 years,All income,25000
2008,Both sexes,Principal applicants,Humanitarian and compassionate cases,45 to 54 years,All income,26000
2008,Both sexes,Principal applicants,Humanitarian and compassionate cases,55 to 64 years,All income,23000
2008,Both sexes,Principal applicants,Humanitarian and compassionate cases,65 years and over,All income,17000
2008,Both sexes,Principal applicants,Humanitarian and compassionate cases,Less than 20 years,All income,6100
2008,Both sexes,Principal applicants,"Live-in caregivers, principal applicants",20 to 24 years,All income,16500
2008,Both sexes,Principal applicants,"Live-in caregivers, principal applicants",25 to 34 years,All income,16700
2008,Both sexes,Principal applicants,"Live-in caregivers, principal applicants",35 to 44 years,All income,16600
2008,Both sexes,Principal applicants,"Live-in caregivers, principal applicants",45 to 54 years,All income,17000
2008,Both sexes,Principal applicants,"Live-in caregivers, principal applicants",55 to 64 years,All income,17200
2008,Both sexes,Principal applicants,"Live-in caregivers, principal applicants",65 years and over,All income,18200
2008,Both sexes,Principal applicants,Other immigrants,25 to 34 years,All income,28000
2008,Both sexes,Principal applicants,Other immigrants,35 to 44 years,All income,36000
2008,Both sexes,Principal applicants,Other immigrants,45 to 54 years,All income,49000
2008,Both sexes,Principal applicants,Other immigrants,55 to 64 years,All income,46000
2008,Both sexes,Principal applicants,"Provincial/territorial nominees, principal applicants",20 to 24 years,All income,21000
2008,Both sexes,Principal applicants,"Provincial/territorial nominees, principal applicants",25 to 34 years,All income,21000
2008,Both sexes,Principal applicants,"Provincial/territorial nominees, principal applicants",35 to 44 years,All income,60000
2008,Both sexes,Principal applicants,"Provincial/territorial nominees, principal applicants",45 to 54 years,All income,72000
2008,Both sexes,Principal applicants,"Provincial/territorial nominees, principal applicants",55 to 64 years,All income,164000
2008,Both sexes,Principal applicants,Refugee dependents,25 to 34 years,All income,31000
2008,Both sexes,Principal applicants,Refugee dependents,35 to 44 years,All income,24000
2008,Both sexes,Principal applicants,Refugee dependents,45 to 54 years,All income,27000
2008,Both sexes,Principal applicants,Refugees landed in Canada,20 to 24 years,All income,12800
2008,Both sexes,Principal applicants,Refugees landed in Canada,25 to 34 years,All income,17300
2008,Both sexes,Principal applicants,Refugees landed in Canada,35 to 44 years,All income,18000
2008,Both sexes,Principal applicants,Refugees landed in Canada,45 to 54 years,All income,17100
2008,Both sexes,Principal applicants,Refugees landed in Canada,55 to 64 years,All income,13800
2008,Both sexes,Principal applicants,Refugees landed in Canada,65 years and over,All income,12000
2008,Both sexes,Principal applicants,Refugees landed in Canada,Less than 20 years,All income,5500
2008,Both sexes,Principal applicants,"Skilled workers, principal applicants",20 to 24 years,All income,30000
2008,Both sexes,Principal applicants,"Skilled workers, principal applicants",25 to 34 years,All income,33000
2008,Both sexes,Principal applicants,"Skilled workers, principal applicants",35 to 44 years,All income,74000
2008,Both sexes,Principal applicants,"Skilled workers, principal applicants",45 to 54 years,All income,118000
2008,Both sexes,Principal applicants,"Skilled workers, principal applicants",55 to 64 years,All income,149000
2008,Both sexes,Principal applicants,"Skilled workers, principal applicants",65 years and over,All income,82000
2008,Both sexes,Spouses,"Business class, spouses and dependents",25 to 34 years,All income,30000
2008,Both sexes,Spouses,"Business class, spouses and dependents",35 to 44 years,All income,23000
2008,Both sexes,Spouses,"Business class, spouses and dependents",45 to 54 years,All income,29000
2008,Both sexes,Spouses,"Canadian experience class, spouses and dependents",20 to 24 years,All income,6700
2008,Both sexes,Spouses,"Canadian experience class, spouses and dependents",25 to 34 years,All income,17700
2008,Both sexes,Spouses,"Canadian experience class, spouses and dependents",35 to 44 years,All income,26000
2008,Both sexes,Spouses,"Canadian experience class, spouses and dependents",45 to 54 years,All income,28000
2008,Both sexes,Spouses,"Canadian experience class, spouses and dependents",55 to 64 years,All income,24000
2008,Both sexes,Spouses,"Canadian experience class, spouses and dependents",65 years and over,All income,1390
2008,Both sexes,Spouses,Family class - parent or grandparent,45 to 54 years,All income,14700
2008,Both sexes,Spouses,Family class - parent or grandparent,55 to 64 years,All income,26000
2008,Both sexes,Spouses,Family class - parent or grandparent,65 years and over,All income,15500
2008,Both sexes,Spouses,Family class - spouses and partners,25 to 34 years,All income,40000
2008,Both sexes,Spouses,Humanitarian and compassionate cases,25 to 34 years,All income,16000
2008,Both sexes,Spouses,Humanitarian and compassionate cases,35 to 44 years,All income,21000
2008,Both sexes,Spouses,Humanitarian and compassionate cases,45 to 54 years,All income,19700
2008,Both sexes,Spouses,Humanitarian and compassionate cases,55 to 64 years,All income,21000
2008,Both sexes,Spouses,Humanitarian and compassionate cases,65 years and over,All income,9700
2008,Both sexes,Spouses,"Live-in caregivers, spouses and dependents",25 to 34 years,All income,15100
2008,Both sexes,Spouses,"Live-in caregivers, spouses and dependents",35 to 44 years,All income,17800
2008,Both sexes,Spouses,Other immigrants,45 to 54 years,All income,27000
2008,Both sexes,Spouses,"Provincial/territorial nominees, spouses and dependents",25 to 34 years,All income,13800
2008,Both sexes,Spouses,"Provincial/territorial nominees, spouses and dependents",35 to 44 years,All income,22000
2008,Both sexes,Spouses,"Provincial/territorial nominees, spouses and dependents",45 to 54 years,All income,33000
2008,Both sexes,Spouses,"Provincial/territorial nominees, spouses and dependents",55 to 64 years,All income,43000
2008,Both sexes,Spouses,Refugee dependents,20 to 24 years,All income,10200
2008,Both sexes,Spouses,Refugee dependents,25 to 34 years,All income,19500
2008,Both sexes,Spouses,Refugee dependents,35 to 44 years,All income,23000
2008,Both sexes,Spouses,Refugee dependents,45 to 54 years,All income,23000
2008,Both sexes,Spouses,Refugees landed in Canada,25 to 34 years,All income,14800
2008,Both sexes,Spouses,Refugees landed in Canada,35 to 44 years,All income,14700
2008,Both sexes,Spouses,Refugees landed in Canada,45 to 54 years,All income,13100
2008,Both sexes,Spouses,Refugees landed in Canada,55 to 64 years,All income,12200
2008,Both sexes,Spouses,"Skilled workers, spouses and dependents",20 to 24 years,All income,11500
2008,Both sexes,Spouses,"Skilled workers, spouses and dependents",25 to 34 years,All income,21000
2008,Both sexes,Spouses,"Skilled workers, spouses and dependents",35 to 44 years,All income,27000
2008,Both sexes,Spouses,"Skilled workers, spouses and dependents",45 to 54 years,All income,31000
2008,Both sexes,Spouses,"Skilled workers, spouses and dependents",55 to 64 years,All income,41000
2008,Females,Dependents,"Business class, spouses and dependents",20 to 24 years,All income,2400
2008,Females,Dependents,"Business class, spouses and dependents",25 to 34 years,All income,3700
2008,Females,Dependents,"Canadian experience class, spouses and dependents",20 to 24 years,All income,18200
2008,Females,Dependents,Family class - parent or grandparent,20 to 24 years,All income,8300
2008,Females,Dependents,Family class - spouses and partners,20 to 24 years,All income,10200
2008,Females,Dependents,Humanitarian and compassionate cases,20 to 24 years,All income,11400
2008,Females,Dependents,Humanitarian and compassionate cases,25 to 34 years,All income,19200
2008,Females,Dependents,Humanitarian and compassionate cases,35 to 44 years,All income,14600
2008,Females,Dependents,Humanitarian and compassionate cases,Less than 20 years,All income,7700
2008,Females,Dependents,"Live-in caregivers, spouses and dependents",25 to 34 years,All income,11300
2008,Females,Dependents,"Live-in caregivers, spouses and dependents",35 to 44 years,All income,22000
2008,Females,Dependents,"Live-in caregivers, spouses and dependents",45 to 54 years,All income,22000
2008,Females,Dependents,"Provincial/territorial nominees, spouses and dependents",20 to 24 years,All income,5900
2008,Females,Dependents,Refugee dependents,20 to 24 years,All income,10300
2008,Females,Dependents,Refugee dependents,25 to 34 years,All income,13700
2008,Females,Dependents,Refugees landed in Canada,20 to 24 years,All income,8400
2008,Females,Dependents,Refugees landed in Canada,25 to 34 years,All income,15200
2008,Females,Dependents,Refugees landed in Canada,35 to 44 years,All income,10400
2008,Females,Dependents,Refugees landed in Canada,45 to 54 years,All income,10000
2008,Females,Dependents,Refugees landed in Canada,55 to 64 years,All income,5800
2008,Females,Dependents,Refugees landed in Canada,Less than 20 years,All income,4300
2008,Females,Dependents,"Skilled workers, spouses and dependents",20 to 24 years,All income,6300
2008,Females,Dependents,"Skilled workers, spouses and dependents",25 to 34 years,All income,12100
2008,Females,Dependents,"Skilled workers, spouses and dependents",Less than 20 years,All income,3400
2008,Females,Principal applicants,"Canadian experience class, principal applicants",20 to 24 years,All income,16700
2008,Females,Principal applicants,"Canadian experience class, principal applicants",25 to 34 years,All income,21000
2008,Females,Principal applicants,"Canadian experience class, principal applicants",35 to 44 years,All income,64000
2008,Females,Principal applicants,"Canadian experience class, principal applicants",45 to 54 years,All income,145000
2008,Females,Principal applicants,"Canadian experience class, principal applicants",55 to 64 years,All income,65000
2008,Females,Principal applicants,Family class - parent or grandparent,55 to 64 years,All income,5800
2008,Females,Principal applicants,Family class - parent or grandparent,65 years and over,All income,11000
2008,Females,Principal applicants,Family class - spouses and partners,20 to 24 years,All income,10900
2008,Females,Principal applicants,Family class - spouses and partners,25 to 34 years,All income,17600
2008,Females,Principal applicants,Family class - spouses and partners,35 to 44 years,All income,30000
2008,Females,Principal applicants,Family class - spouses and partners,45 to 54 years,All income,26000
2008,Females,Principal applicants,Family class - spouses and partners,55 to 64 years,All income,23000
2008,Females,Principal applicants,Family class - spouses and partners,65 years and over,All income,30000
2008,Females,Principal applicants,Family class - spouses and partners,Less than 20 years,All income,12600
2008,Females,Principal applicants,Humanitarian and compassionate cases,20 to 24 years,All income,12000
2008,Females,Principal applicants,Humanitarian and compassionate cases,25 to 34 years,All income,18100
2008,Females,Principal applicants,Humanitarian and compassionate cases,35 to 44 years,All income,21000
2008,Females,Principal applicants,Humanitarian and compassionate cases,45 to 54 years,All income,21000
2008,Females,Principal applicants,Humanitarian and compassionate cases,55 to 64 years,All income,17500
2008,Females,Principal applicants,Humanitarian and compassionate cases,65 years and over,All income,11000
2008,Females,Principal applicants,"Live-in caregivers, principal applicants",20 to 24 years,All income,16400
2008,Females,Principal applicants,"Live-in caregivers, principal applicants",25 to 34 years,All income,16600
2008,Females,Principal applicants,"Live-in caregivers, principal applicants",35 to 44 years,All income,16600
2008,Females,Principal applicants,"Live-in caregivers, principal applicants",45 to 54 years,All income,16900
2008,Females,Principal applicants,"Live-in caregivers, principal applicants",55 to 64 years,All income,17300
2008,Females,Principal applicants,"Live-in caregivers, principal applicants",65 years and over,All income,18200
2008,Females,Principal applicants,Other immigrants,25 to 34 years,All income,19200
2008,Females,Principal applicants,Other immigrants,35 to 44 years,All income,25000
2008,Females,Principal applicants,Other immigrants,45 to 54 years,All income,19100
2008,Females,Principal applicants,Other immigrants,55 to 64 years,All income,28000
2008,Females,Principal applicants,"Provincial/territorial nominees, principal applicants",20 to 24 years,All income,13600
2008,Females,Principal applicants,"Provincial/territorial nominees, principal applicants",25 to 34 years,All income,14900
2008,Females,Principal applicants,"Provincial/territorial nominees, principal applicants",35 to 44 years,All income,44000
2008,Females,Principal applicants,"Provincial/territorial nominees, principal applicants",45 to 54 years,All income,118000
2008,Females,Principal applicants,"Provincial/territorial nominees, principal applicants",55 to 64 years,All income,69000
2008,Females,Principal applicants,Refugees landed in Canada,20 to 24 years,All income,9900
2008,Females,Principal applicants,Refugees landed in Canada,25 to 34 years,All income,14400
2008,Females,Principal applicants,Refugees landed in Canada,35 to 44 years,All income,14000
2008,Females,Principal applicants,Refugees landed in Canada,45 to 54 years,All income,13400
2008,Females,Principal applicants,Refugees landed in Canada,55 to 64 years,All income,10800
2008,Females,Principal applicants,Refugees landed in Canada,Less than 20 years,All income,3700
2008,Females,Principal applicants,"Skilled workers, principal applicants",20 to 24 years,All income,28000
2008,Females,Principal applicants,"Skilled workers, principal applicants",25 to 34 years,All income,31000
2008,Females,Principal applicants,"Skilled workers, principal applicants",35 to 44 years,All income,58000
2008,Females,Principal applicants,"Skilled workers, principal applicants",45 to 54 years,All income,90000
2008,Females,Principal applicants,"Skilled workers, principal applicants",55 to 64 years,All income,74000
2008,Females,Spouses,"Business class, spouses and dependents",25 to 34 years,All income,30000
2008,Females,Spouses,"Business class, spouses and dependents",35 to 44 years,All income,23000
2008,Females,Spouses,"Business class, spouses and dependents",45 to 54 years,All income,28000
2008,Females,Spouses,"Canadian experience class, spouses and dependents",20 to 24 years,All income,7000
2008,Females,Spouses,"Canadian experience class, spouses and dependents",25 to 34 years,All income,17600
2008,Females,Spouses,"Canadian experience class, spouses and dependents",35 to 44 years,All income,22000
2008,Females,Spouses,"Canadian experience class, spouses and dependents",45 to 54 years,All income,23000
2008,Females,Spouses,"Canadian experience class, spouses and dependents",55 to 64 years,All income,21000
2008,Females,Spouses,Family class - parent or grandparent,55 to 64 years,All income,17100
2008,Females,Spouses,Family class - parent or grandparent,65 years and over,All income,15100
2008,Females,Spouses,Humanitarian and compassionate cases,25 to 34 years,All income,15300
2008,Females,Spouses,Humanitarian and compassionate cases,35 to 44 years,All income,19300
2008,Females,Spouses,Humanitarian and compassionate cases,45 to 54 years,All income,18900
2008,Females,Spouses,Humanitarian and compassionate cases,55 to 64 years,All income,18700
2008,Females,Spouses,Humanitarian and compassionate cases,65 years and over,All income,5600
2008,Females,Spouses,"Live-in caregivers, spouses and dependents",25 to 34 years,All income,13200
2008,Females,Spouses,"Live-in caregivers, spouses and dependents",35 to 44 years,All income,13600
2008,Females,Spouses,Other immigrants,45 to 54 years,All income,23000
2008,Females,Spouses,"Provincial/territorial nominees, spouses and dependents",25 to 34 years,All income,12700
2008,Females,Spouses,"Provincial/territorial nominees, spouses and dependents",35 to 44 years,All income,21000
2008,Females,Spouses,"Provincial/territorial nominees, spouses and dependents",45 to 54 years,All income,32000
2008,Females,Spouses,"Provincial/territorial nominees, spouses and dependents",55 to 64 years,All income,30000
2008,Females,Spouses,Refugee dependents,25 to 34 years,All income,17500
2008,Females,Spouses,Refugee dependents,35 to 44 years,All income,16300
2008,Females,Spouses,Refugee dependents,45 to 54 years,All income,13300
2008,Females,Spouses,Refugees landed in Canada,25 to 34 years,All income,13100
2008,Females,Spouses,Refugees landed in Canada,35 to 44 years,All income,13800
2008,Females,Spouses,Refugees landed in Canada,45 to 54 years,All income,11700
2008,Females,Spouses,Refugees landed in Canada,55 to 64 years,All income,9400
2008,Females,Spouses,"Skilled workers, spouses and dependents",20 to 24 years,All income,10800
2008,Females,Spouses,"Skilled workers, spouses and dependents",25 to 34 years,All income,19700
2008,Females,Spouses,"Skilled workers, spouses and dependents",35 to 44 years,All income,21000
2008,Females,Spouses,"Skilled workers, spouses and dependents",45 to 54 years,All income,23000
2008,Females,Spouses,"Skilled workers, spouses and dependents",55 to 64 years,All income,38000
2008,Males,Dependents,"Business class, spouses and dependents",20 to 24 years,All income,6100
2008,Males,Dependents,"Business class, spouses and dependents",25 to 34 years,All income,7800
2008,Males,Dependents,"Canadian experience class, spouses and dependents",20 to 24 years,All income,4100
2008,Males,Dependents,Family class - parent or grandparent,25 to 34 years,All income,12400
2008,Males,Dependents,Family class - spouses and partners,20 to 24 years,All income,12800
2008,Males,Dependents,Family class - spouses and partners,Less than 20 years,All income,4500
2008,Males,Dependents,Humanitarian and compassionate cases,20 to 24 years,All income,14600
2008,Males,Dependents,Humanitarian and compassionate cases,25 to 34 years,All income,23000
2008,Males,Dependents,Humanitarian and compassionate cases,Less than 20 years,All income,6300
2008,Males,Dependents,"Live-in caregivers, spouses and dependents",25 to 34 years,All income,11500
2008,Males,Dependents,"Live-in caregivers, spouses and dependents",35 to 44 years,All income,10400
2008,Males,Dependents,"Provincial/territorial nominees, spouses and dependents",20 to 24 years,All income,11300
2008,Males,Dependents,Refugee dependents,20 to 24 years,All income,13100
2008,Males,Dependents,Refugee dependents,25 to 34 years,All income,20000
2008,Males,Dependents,Refugee dependents,35 to 44 years,All income,17300
2008,Males,Dependents,Refugee dependents,45 to 54 years,All income,15900
2008,Males,Dependents,Refugees landed in Canada,20 to 24 years,All income,9600
2008,Males,Dependents,Refugees landed in Canada,25 to 34 years,All income,16900
2008,Males,Dependents,Refugees landed in Canada,35 to 44 years,All income,16900
2008,Males,Dependents,Refugees landed in Canada,45 to 54 years,All income,27000
2008,Males,Dependents,Refugees landed in Canada,Less than 20 years,All income,4100
2008,Males,Dependents,"Skilled workers, spouses and dependents",20 to 24 years,All income,11200
2008,Males,Dependents,"Skilled workers, spouses and dependents",25 to 34 years,All income,22000
2008,Males,Dependents,"Skilled workers, spouses and dependents",Less than 20 years,All income,4300
2008,Males,Principal applicants,"Business class, principal applicants",25 to 34 years,All income,470000
2008,Males,Principal applicants,"Business class, principal applicants",35 to 44 years,All income,30000
2008,Males,Principal applicants,"Business class, principal applicants",45 to 54 years,All income,23000
2008,Males,Principal applicants,"Business class, principal applicants",55 to 64 years,All income,70000
2008,Males,Principal applicants,"Canadian experience class, principal applicants",20 to 24 years,All income,21000
2008,Males,Principal applicants,"Canadian experience class, principal applicants",25 to 34 years,All income,27000
2008,Males,Principal applicants,"Canadian experience class, principal applicants",35 to 44 years,All income,103000
2008,Males,Principal applicants,"Canadian experience class, principal applicants",45 to 54 years,All income,240000
